漢字,仮名
玉手,ぎょくしゅ
玉村,たまむら
王商,おうしょう
王子,おうじ
王宗,おうしゅう
王権,おうけん
班女,はんおんな
理大,りだい
理学,りがく
理数,りすう
理財,りざい
生中,なまなか
生保,せいほ
生存,せいぞん
産育,さんいく
田園,でんえん
田島,たじま
田植,たうえ
田部,たべ
由比,ゆい
申文,もうしぶみ
申詞,さるし
男女,だんじょ
男湯,おとこゆ
町村,ちょうそん
番上,ばんうえ
番屋,ばんや
番町,ばんちょう
異馬,いうま
発寒,はっさむ
白団,しろだん
白山,はくさん
白川,しらかわ
白星,しろぼし
白鳥,はくちょう
百島,ひゃくしま
百目,ひゃくめ
益子,ましこ
盛憲,じょうのり
直日,ちょくにち
相島,そうしま
相応,そうおう
相生,あいおい
相給,あいきゅう
省試,しょうし
県城,けんじょう
県村,けんむら
真名,まな
真興,しんこう
矢部,やべ
知多,ちた
石下,いしげ
石原,いしはら
石室,いしむろ
研師,とぎし
破産,はさん
祖納,そない
神人,しんじん
神南,じんなん
神君,しんくん
神官,しんかん
神宝,しんぽう
神島,かみしま
神林,かんばやし
神王,しんのう
神目,かみめ
祭車,まつりくるま
禁色,きんじき
福大,ふくだい
私海,わたしうみ
移管,いかん
移転,いてん
穴場,あなば
空島,そらしま
立木,たちぎ
立直,りーち
立羽,たては
童夢,どうむ
童増,わらべぞう
竹光,たけみつ
竹寺,たけてら
竹屋,たけや
竹野,たけの
笑府,しょうふ
笑組,わらいくみ
筆界,ふでかい
筋枝,すじえだ
管箱,かんはこ
米原,よねはら
米常,こめつね
色絵,いろえ
系統,けいとう
紅丸,くれないまる
紅木,こうき
純平,じゅんぺい
細代,さいだい
終軍,おわりぐん
終雪,おわりゆき
経済,けいざい
経立,けいりつ
絵夢,えむ
絵解,えとき
総連,そうれん
総領,そうりょう
緑屋,みどりや
美松,びしょう
義武,よしたけ
羽化,うか
聖光,しょうこう
聖橋,ひじりばし
聖菜,ひじりな
肺実,はいみ
胃実,いみ
能美,のみ
脈経,みゃくけい
臨月,りんげつ
臨検,りんけん
自明,じめい
自覚,じかく
舎人,とねり
船徳,ふねとく
色紙,しきし
花園,はなぞの
花月,かげつ
花木,かぼく
花泉,はないずみ
花神,かしん
花音,かのん
若木,わかぎ
英村,えいむら
茶飯,さはん
草木,そうもく
落葉,おちば
著作,ちょさく
蔵王,ざおう
蔵賀,くらが
薬価,やっか
薬師,くすりし
薬師,くすりし
薬礼,やくれい
編成,へんせい
行事,ぎょうじ
行幸,ぎょうこう
行空,ぎょうぐう
行進,こうしん
衛材,まもるざい
補導,ほどう
西上,せいじょう
西平,にしだいら
西念,さいねん
西敬,にしたかし
西町,にしまち
西町,にしまち
西畑,にしはた
西福,さいふく
西表,いりおもて
見付,みつけ
親書,しんしょ
角将,かくしょう
言海,げんかい
評史,ひょうし
課口,かくち
調書,ちょうしょ
論座,ろんざ
議決,ぎけつ
谷州,たにしゅう
谷明,たにめい
谷駅,たにえき
豆屋,まめや
豆源,まめげん
豆炭,まめたん
豊原,とよはら
豊島,とよしま
豊川,とよかわ
豊川,とよかわ
豊漁,ほうりょう
貝取,かいとり
質券,しちけん
赤倉,あかくら
赤子,あかご
赤目,あかめ
赤銅,しゃくどう
赤駅,あかえき
起駅,きえき
足高,あしだか
転職,てんしょく
農書,のうしょ
退役,たいえき
逆川,さかさがわ
通帳,つうちょう
通級,つうきゅう
連声,れんじょう
週報,しゅうほう
進止,しんし
遊印,ゆういん
遊女,ゆうじょ
過状,かじょう
道正,みちまさ
郡元,こおりもと
部室,ぶしつ
郷中,ごうなか
都城,とみしろ
配分,はいぶん
酒税,しゅぜい
重唱,じゅうしょう
重湯,おもゆ
野分,のわき
野宮,のみや
野火,のび
金八,きんぱち
金時,きんとき
金港,きんこう
金石,かねいし
金肥,かねごえ
銀八,ぎんはち
銀次,ぎんじ
長勢,ながせ
長府,ちょうふ
長町,ながまち
門付,かどづけ
門前,もんぜん
開興,かいこう
開駅,かいえき
間着,あいぎ
関川,せきがわ
関根,せきね
関羽,かんう
大島,おおしま
降板,こうばん
限定,げんてい
陸上,りくじょう
陸政,りくまつりごと
陽生,ようせい
集札,しゅうさつ
雑仕,ぞうし
雑物,ざつぶつ
雲子,くもこ
電算,でんさん
青梅,おうめ
青線,あおせん
静活,せいかつ
面一,めんいつ
音丸,おとまる
音曲,おんぎょく
音系,おとけい
音音,おとおと
順接,じゅんせつ
預所,あずかりしょ
頭屋,とうや
風花,かざばな
飛梅,とびうめ
飛白,かすり
食害,しょくがい
飼育,しいく
館後,かんのち
馬料,ばりょう
馬連,ばれん
駅戸,えきこ
高台,たかだい
高島,たかしま
高根,たかね
高森,たかもり
高橋,たかはし
高氏,たかうじ
高足,こうそく
魚町,うおまち
鳴物,なりもの
麦大,むぎだい
麦秋,ばくしゅう
麦粉,むぎこ
石野,いしの
台座,だいざ
素性,すじょう
鏡板,かがみいた
田中,たなか
宮号,みやごう
下界,げかい
義縦,ぎしょう
独立,どくりつ
連合,れんごう
牛革,ぎゅうかわ
梅島,うめしま
国史,こくし
同正,どうせい
馬油,ばーゆ
目島,めしま
氷点,ひょうてん
鳥島,とりしま
水島,みずしま
約束,やくそく
延興,えんこう
五衛,ごまもる
王調,おうちょう
豊島,とよしま
解忠,かいただし
複数,ふくすう
皇子,おうじ
長官,ちょうかん
水辺,すいへん
明示,めいじ
海大,かいだい
点群,てんぐん
景教,けいきょう
大和,やまと
日光,にっこう
B面,Bめん
主将,しゅしょう
支出,ししゅつ
小台,おだい
記録,きろく
下田,しもだ
誤報,ごほう
中山,なかやま
花火,はなび
発明,はつめい
教区,きょうく
本多,ほんだ
感染,かんせん
弟子,でし
暴動,ぼうどう
減数,げんすう
独善,どくぜん
変量,へんりょう
孝王,こうおう
混同,こんどう
副尺,ふくしゃく
城池,じょうち
上海,しゃんはい
記録,きろく
中央,ちゅうおう
草加,そうか
上島,かみしま
職長,しょくちょう
学長,がくちょう
話数,わすう
故郷,こきょう
実順,みじゅん
北進,ほくしん
王聖,おうせい
鏡湖,きょうこ
独山,どくやま
金安,かなやす
石山,いしやま
月城,がつしろ
関内,せきうち
王済,おうさい
玉泉,ぎょくせん
時報,じほう
楽広,らくこう
社団,しゃだん
陸納,りくのう
木森,きもり
行在,あんざい
石宣,いしせん
辺永,へんえい
農道,のうどう
済公,すみこう
仲人,なこうど
赤党,あかとう
巻白,かんしろ
書院,しょいん
王郡,おうぐん
馬山,ばさん
金牛,きんぎゅう
金花,きんか
方正,ほうせい
町割,まちわり
浅田,あさだ
首相,しゅしょう
新集,しんしゅう
西面,にしめん
青春,せいしゅん
青春,せいしゅん
東面,とうめん
内面,ないめん
熱情,ねつじょう
徳州,とくしゅう
真田,さなだ
加能,かのう
松木,まつき
岸上,きしがみ
細雪,ささめゆき
日有,にちう
花子,はなこ
原氏,はらし
茶人,ちゃじん
公害,こうがい
屋台,やたい
孫力,まごちから
金山,かなやま
過年,かねん
現象,げんしょう
序章,じょしょう
安食,あぐい
後川,うしろかわ
笑顔,えがお
客員,きゃくいん
宿原,やどはら
前夜,ぜんや
大火,たいか
日院,にちいん
松元,まつもと
光山,こうやま
梅木,うめき
玉里,たまさと
馬島,まじま
市川,いちかわ
石川,いしかわ
岩田,いわた
金田,かねだ
清水,しみず
元公,もとこう
余層,よそう
人間,にんげん
青海,せいかい
白純,しろじゅん
家路,いえじ
下場,したば
小針,こはり
桜貝,さくらがい
寺地,てらち
鳥原,とりはら
冬月,ふゆがつ
心愛,こころあい
交点,こうてん
国家,こっか
人大,にんだい
安積,あさか
応州,おうしゅう
栄村,さかえむら
耳村,みみむら
港村,みなとむら
東町,ひがしちょう
天晴,あっぱれ
石谷,いしがや
和泉,いずみ
泉野,いずみの
岩戸,いわと
石見,いわみ
福良,ふくら
風雪,ふうせつ
勝氏,かちし
教場,きょうじょう
西方,せいほう
満守,まんしゅ
西台,にしだい
木下,きのした
君帰,くんき
機密,きみつ
布太,ぬのた
地域,ちいき
下根,げこん
領家,りょうけ
源精,げんせい
古川,ふるかわ
三福,さんぷく
古里,ふるさと
十里,じゅうさと
作手,さくしゅ
静忠,せいただし
弁天,べんてん
志朗,しろう
和田,わだ
和田,わだ
村山,むらやま
新町,しんまち
国分,こくぶん
前地,まえち
大木,たいぼく
絶唱,ぜっしょう
天門,てんもん
大宝,たいほう
富山,とやま
勢子,せこ
尊満,みことまん
栄町,さかえまち
勝山,かつやま
湯友,ゆとも
転進,てんしん
上郷,かみさと
中野,なかの
大生,だいなま
大宮,おおみや
幸町,さいわいちょう
日蔵,にちぞう
俳句,はいく
時価,じか
勝数,かちすう
遠足,えんそく
外見,がいけん
会派,かいは
我流,がりゅう
共助,きょうじょ
調停,ちょうてい
桜木,さくらぎ
石神,いしがみ
大戸,おおと
永遠,えいえん
軍服,ぐんぷく
風景,ふうけい
志朗,しろう
細木,ほそぎ
午前,ごぜん
上里,うえさと
野火,のび
宇宙,うちゅう
十村,じゅうむら
八村,はちむら
遊楽,ゆうらく
木場,きば
銀河,ぎんが
禁句,きんく
権益,けんえき
今年,こんねん
祭文,さいもん
栄町,さかえまち
三条,さんじょう
実現,じつげん
地島,ちしま
事由,じゆう
唱導,しょうどう
城南,じょうなん
条理,じょうり
正則,せいそく
台場,だいば
太平,たいへい
全静,ぜんせい
陸育,りくいく
竹詩,たけし
張勇,ちょういさみ
平季,たいらき
方景,ほうけい
王玉,おうたま
王観,おうかん
居宿,きょやど
馬島,まじま
大関,おおぜき
金巻,かなまき
群青,ぐんじょう
大郷,おおさと
土屋,つちや
道場,どうじょう
通町,とおりちょう
中島,なかじま
長場,ながば
全宇,ぜんう
根岸,ねぎし
本町,ほんちょう
通盛,みちもり
三原,みはら
写生,しゃせい
原聖,はらひじり
天測,てんそく
有料,ゆうりょう
本性,ほんしょう
様子,ようす
注進,ちゅうしん
物事,ものごと
発想,はっそう
和解,わかい
適正,てきせい
長所,ちょうしょ
王元,おうもと
分割,ぶんかつ
世界,せかい
楽園,らくえん
開設,かいせつ
紅梅,こうばい
松谷,まつたに
久賀,くか
党組,とうくみ
兵録,へいろく
戦死,せんし
水浴,すいよく
悪貨,あっか
石飛,いしとび
岩間,いわま
馬島,まじま
海紅,かいこう
逆光,ぎゃくこう
松風,まつかぜ
時雨,しぐれ
馬建,うまけん
秋適,あきてき
仁安,にんなん
白菜,はくさい
浅生,あそう
大緑,だいみどり
田高,たこう
登坂,とはん
日法,にちほう
福地,ふくち
防長,ぼうちょう
以降,いこう
和食,わしょく
右近,うこん
大池,おおいけ
近接,きんせつ
一朗,いちろう
市朗,いちろう
告発,こくはつ
十祭,じゅうまつり
軍就,ぐんしゅう
弓矢,ゆみや
米熱,こめねつ
会党,かいとう
民王,たみおう
長島,ながしま
仲村,なかむら
